channel_type,country,date,e_m_earnings,e_y_earnings,grade,sub_change,sub_last30,subs,uploads,video_view,view_change,view_last30,youtuber
Sports,MX,"Aug 7th, 2015",$11.5K - $183.5K,$137.6K - $2.2M,A-,45,97046,3969978,1246,1280391326,17,45876900,Cracks
Sports,BR,"Dec 29th, 2016",$15.2K - $243K,$182.2K - $2.9M,A-,-7,241423,5944926,228,1403644376,-4,60742500,FutParódias
Sports,US,"Aug 19th, 2013",$7.5K - $119.9K,$89.9K - $1.4M,A-,4,43379,73308,3609,46577759,8,29975880,UCLA Athletics
Sports,US,"Nov 21st, 2005",$18.3K - $293K,$219.8K - $3.5M,A,-8,170921,10608285,29558,5274809331,6,73257000,NBA
Sports,UA,"Nov 8th, 2012",$9.7K - $155.9K,$116.9K - $1.9M,A,2,100714,119367,59,51624793,1,38967000,Ольга Рудковская
Sports,US,"May 28th, 2013",$21.2K - $338.4K,$253.8K - $4.1M,A,13,74123,938862,3625,675685400,23,84603600,CliveNBAParody
Sports,ES,"Jul 15th, 2016",$7.8K - $125.3K,$94K - $1.5M,A,,0,0,37,95090619,-763,31327200,GOLAZO TV
Sports,SE,"May 20th, 2014",$579 - $9.3K,$7K - $111.3K,A,-35,9212,265166,276,48679757,-25,2317740,ArsenalVideosHD
Sports,US,"Sep 3rd, 2012",$26.1K - $418.2K,$313.7K - $5M,A,-8,385842,1673100,79,442413025,-4,104555400,Toy For Kids [토이포키즈]
Sports,BD,"Nov 3rd, 2015",$18.8K - $300.2K,$225.1K - $3.6M,A,133,515937,1640317,1500,247173308,159,75043500,Rabbitholebd Sports
Sports,US,"Oct 31st, 2005",$35.3K - $564.3K,$423.2K - $6.8M,A,51,124715,4500466,18749,2518556196,21,141069300,ESPN
Sports,US,"Mar 17th, 2009",$53.3K - $853K,$639.7K - $10.2M,A,26,1017169,38604790,197,7089931562,10,213244800,Dude Perfect
Sports,AU,"Dec 5th, 2008",$72.5K - $1.2M,$870.4K - $13.9M,A,19,890528,2946562,7230,909373334,46,290123400,cricket.com.au
Travel,MX,"Nov 26th, 2009",$0 - $0,$0 - $0,B,-99,66,119641,189,85450226,-131,-3381600,Aeroméxico
Travel,US,"Sep 29th, 2011",$663 - $10.6K,$8K - $127.3K,B,-3,2351,58243,448,56160508,11,2651700,Dan Robinson
Travel,,"Nov 26th, 2012",$424 - $6.8K,$5.1K - $81.5K,B,-56,2816,28130,63,18595286,-45,1697550,Sergey Borisov
Travel,VN,"Jul 8th, 2012",$732 - $11.7K,$8.8K - $140.6K,B,62,7509,90225,786,44761818,49,2929200,Camera Quang Cường
Travel,SE,"May 11th, 2009",$824 - $13.2K,$9.9K - $158.3K,B,-10,12443,76717,2,48604644,0,3297150,kixande
Travel,,"Aug 24th, 2013",$767 - $12.3K,$9.2K - $147.3K,B,26,6676,20919,154,9908073,26,3069660,נובה מדיקל ישראל
Travel,RU,"Oct 7th, 2015",$786 - $12.6K,$9.4K - $150.9K,B,28,17818,478152,74,47932580,36,3142770,Покинутый Мир
Travel,VN,"Nov 6th, 2017",$677 - $10.8K,$8.1K - $130.1K,B,459,10610,40335,319,17967704,0,2709570,Thai Lạng Sơn
Travel,,"Mar 27th, 2015",$1.1K - $17.1K,$12.8K - $204.6K,B,-15,46786,815611,59,71842293,-5,4262970,Rachel & Niko
Travel,IN,"Mar 5th, 2015",$626 - $10K,$7.5K - $120.1K,B,8,21879,293014,228,25087282,19,2502060,Jatt Prabhjot
Travel,RU,"Jan 21st, 2016",$777 - $12.4K,$9.3K - $149.2K,B,13,8992,152308,321,44202405,3,3107880,Охота за сокровищами!
Travel,TH,"Dec 11th, 2016",$803 - $12.8K,$9.6K - $154.1K,B,7,11988,131599,589,34373748,24,3210330,อะลาง สะออน Alang Saon
Travel,IN,"Oct 29th, 2015",$766 - $12.3K,$9.2K - $147.1K,B,,0,0,3744,92010466,771,3064200,Jane kaise
Travel,US,"Aug 30th, 2007",$620 - $9.9K,$7.4K - $119K,B,-38,6576,341062,625,225018569,-42,2479680,Travis Kraft
Travel,US,"Feb 21st, 2015",$743 - $11.9K,$8.9K - $142.6K,B,99,6914,81685,386,38833891,76,2971467,King Epic
Travel,US,"Sep 4th, 2007",$630 - $10.1K,$7.6K - $121K,B,182,12955,656708,1167,176699150,90,2520000,iheredottv
Travel,,"Jan 9th, 2011",$630 - $10.1K,$7.6K - $120.9K,B,14,7265,131716,3692,52692847,1,2518110,دحيم الحماد
Travel,,"Mar 8th, 2015",$835 - $13.4K,$10K - $160.4K,B,13,18718,255234,313,53986897,20,3341280,Mr. Top5
Travel,DE,"Nov 2nd, 2008",$568 - $9.1K,$6.8K - $109.1K,B,-2,172,2347,30,6745646,-19,2273310,HolidayCheck
Travel,IT,"Mar 26th, 2009",$879 - $14.1K,$10.6K - $168.8K,B,,0,0,926,104910202,-25,3517050,iFILMATI
Travel,US,"May 6th, 2011",$657 - $10.5K,$7.9K - $126.2K,B,-25,17392,422666,398,83508033,-6,2628570,Phenomenal Travel Videos
Travel,DE,"Jul 9th, 2007",$697 - $11.1K,$8.4K - $133.8K,B,-2,22081,696434,1448,255161927,1,2787420,BEATBOX BATTLE®
Travel,US,"Nov 21st, 2005",$732 - $11.7K,$8.8K - $140.6K,B,48,19091,971466,480,123358523,38,2928840,sweetandtastyTV
Travel,,"Nov 21st, 2016",$751 - $12K,$9K - $144.2K,B,36,20660,394767,162,55503578,28,3004290,Bendito Extranjero
Travel,,"May 25th, 2012",$521 - $8.3K,$6.2K - $100K,B,1,185,1505,91,9751377,1,2082420,Villa Plus
Travel,,"Aug 26th, 2011",$353 - $5.6K,$4.2K - $67.7K,B,13,3491,4301,43,2082285,15,1411320,mayhemnapa
Travel,IN,"Oct 15th, 2012",$765 - $12.2K,$9.2K - $146.8K,B,-14,24229,264237,233,42576587,-13,3058560,Hmm!
Travel,,"Jan 7th, 2009",$755 - $12.1K,$9.1K - $144.9K,B,137,2895,104746,1144,66307921,17,3018060,nahawand
Travel,BD,"Aug 22nd, 2011",$668 - $10.7K,$8K - $128.4K,B,-39,16273,227550,56,36465043,-21,2673960,Makarim Md Ahmadullah
Travel,VN,"Mar 2nd, 2013",$775 - $12.4K,$9.3K - $148.8K,B,35,9103,458777,362,143274645,11,3098970,MÙA GẶT MIỀN TÂY
Travel,AT,"Jan 29th, 2011",$706 - $11.3K,$8.5K - $135.6K,B,17,12818,262068,421,55961993,24,2825760,Simply Aviation
Travel,ID,"Apr 25th, 2012",$726 - $11.6K,$8.7K - $139.3K,B,-769,1247,44697,187,49579233,4,2902710,Bango Warisan Kuliner
Travel,MX,"Mar 10th, 2006",$652 - $10.4K,$7.8K - $125.2K,B,24,22586,751593,356,56068090,44,2607720,Alex Tienda
Travel,GB,"May 1st, 2012",$529 - $8.5K,$6.3K - $101.6K,B,30,1164,79810,152,89361868,134,2116050,flugsnug
Travel,VN,"Jul 29th, 2014",$1.3K - $20.6K,$15.4K - $246.9K,B,-32,18668,359899,558,106551463,-29,5144640,Her Voice
Travel,US,"Apr 8th, 2015",$790 - $12.6K,$9.5K - $151.7K,B,13,16498,282256,462,65518175,17,3160080,4K Relaxation Channel
Travel,US,"Jul 19th, 2009",$818 - $13.1K,$9.8K - $157.1K,B,-22,4427,351405,345,278382164,-5,3272070,TheCoasterViews
Travel,RU,"Sep 17th, 2013",$592 - $9.5K,$7.1K - $113.7K,B,-13,11374,162136,644,33977040,0,2368530,Герасим Шерп Мир на…
Travel,RU,"Feb 26th, 2012",$777 - $12.4K,$9.3K - $149.2K,B,-28,7038,118876,417,73951904,8,3107850,kapumail
Travel,TH,"Nov 27th, 2011",$662 - $10.6K,$7.9K - $127.1K,B,0,24227,404142,474,51333588,6,2648100,Nam Rocky
Travel,UA,"Jan 31st, 2014",$564 - $9K,$6.8K - $108.3K,B,216,9290,36910,416,10618433,159,2256330,МИР ПОЗДРАВЛЕНИЙ
Travel,TH,"Apr 8th, 2011",$695 - $11.1K,$8.3K - $133.4K,B,-34,7566,203475,14938,91556843,-25,2779050,feelthai
Travel,TH,"Dec 16th, 2012",$1.1K - $18K,$13.5K - $216.6K,B,33,26771,212553,751,36842246,35,4512180,VGameKids
Travel,,"Apr 3rd, 2007",$425 - $6.8K,$5.1K - $81.6K,B,-40,4454,76134,94,27467858,-28,1700190,zenon saldías
Travel,JP,"Jan 22nd, 2012",$757 - $12.1K,$9.1K - $145.4K,B,38,6823,54693,700,42453360,34,3029730,Donadona Sea
Travel,IN,"Aug 3rd, 2013",$859 - $13.7K,$10.3K - $164.8K,B,43,10336,74607,196,25012236,31,3434280,The Rail Station
Travel,AU,"Aug 23rd, 2013",$564 - $9K,$6.8K - $108.3K,B,436,162,910,452,4207032,22,2256510,RACV
Travel,US,"Jul 1st, 2012",$942 - $15.1K,$11.3K - $180.8K,B,-24,37336,981644,78,81773954,-27,3766710,Collin Abroadcast
Travel,IN,"Jan 2nd, 2015",$910 - $14.6K,$10.9K - $174.7K,B,-45,12238,374893,482,94256778,-23,3639360,Street Byte
Travel,GB,"Aug 9th, 2008",$506 - $8.1K,$6.1K - $97.1K,B,540,37261,152013,147,10525803,303,2023710,JASON BILLAM TRAVEL
Travel,IQ,"Sep 10th, 2016",$937 - $15K,$11.2K - $180K,B,34,13800,137903,64,29027682,55,3749340,Salman Vines
Travel,ES,"Nov 10th, 2015",$708 - $11.3K,$8.5K - $135.9K,B,277,27287,268248,187,28436763,153,2830710,Joe Burgerchallenge
Travel,IN,"Jul 1st, 2016",$788 - $12.6K,$9.5K - $151.3K,B,47,10039,290990,160,75513367,35,3152670,RANGERS COOKING SHOW
Travel,AE,"Sep 30th, 2011",$795 - $12.7K,$9.5K - $152.7K,B,6,7337,123470,299,69676590,9,3180960,newutopiacity1
Travel,US,"Jul 31st, 2017",$852 - $13.6K,$10.2K - $163.7K,B,-10,7548,117281,205,48542182,-10,3409440,Food and Travel
Travel,RU,"Jan 8th, 2014",$710 - $11.4K,$8.5K - $136.4K,B,-59,11342,265735,80,35516526,-8,2841510,Всё из за Метало Копа
Travel,US,"Oct 21st, 2015",$917 - $14.7K,$11K - $176K,B,23,11488,132804,281,32096345,36,3667470,World According To Briggs
Travel,TH,"Sep 27th, 2014",$1.1K - $17.7K,$13.3K - $212.4K,B,0,13147,983574,497,214690785,-29,4424910,RUBSARB production
Travel,,"Mar 19th, 2009",$822 - $13.1K,$9.9K - $157.8K,B,56,50,2274,139,28001400,92,3286530,CheapOair
Travel,IN,"Nov 26th, 2010",$2.1K - $34K,$25.5K - $407.9K,B,-46,959,55170,208,241068605,-7,8497530,redBus
Travel,SA,"Jun 7th, 2009",$1.1K - $16.9K,$12.7K - $203K,B,-92,517,93299,246,51550829,-57,4229730,SAUDIA | السعودية
Travel,SE,"Nov 11th, 2006",$821 - $13.1K,$9.8K - $157.6K,B,41,3039,46219,5764,86949312,34,3283080,Elevators from Sweden!
Travel,US,"Dec 17th, 2006",$832 - $13.3K,$10K - $159.8K,B,17,6335,266501,419,232291331,16,3328470,Jim Zimmerlin
Travel,US,"Dec 28th, 2007",$800 - $12.8K,$9.6K - $153.6K,B,44,17629,322705,265,80444117,43,3200310,Amazing Places on Our Planet
Travel,US,"Sep 22nd, 2012",$813 - $13K,$9.8K - $156K,B,363,37039,1370722,365,133256021,-174,3250020,Omar Zaki Vlogs
Travel,VN,"Aug 11th, 2016",$806 - $12.9K,$9.7K - $154.7K,B,,0,0,642,64951562,22,3223200,SGChill
Travel,RU,"Sep 23rd, 2012",$865 - $13.8K,$10.4K - $166K,B,-22,23125,1553355,196,190487099,-23,3459180,Denis Igonin
Travel,US,"Jan 12th, 2015",$1.1K - $16.9K,$12.7K - $202.8K,B,-16,8954,182767,383,85105793,-9,4225500,Destination Tips
Travel,RU,"Jun 16th, 2009",$620 - $9.9K,$7.4K - $119K,B,75,1814,24083,96,25948796,51,2479050,BanderosMusic
Travel,US,"Jun 1st, 2006",$1.9K - $30K,$22.5K - $359.5K,B,18,677,16179,60,112886838,-41,7489650,Hotels.com
Travel,IN,"Aug 1st, 2016",$920 - $14.7K,$11K - $176.7K,B,20,32254,307106,457,29658895,44,3681270,Tech Travel Eat by Sujith Bhakthan
Travel,DE,"Jul 17th, 2006",$765 - $12.2K,$9.2K - $146.8K,B,-6,6453,338977,2563,165455834,3,3058710,Bundeswehr
Travel,ID,"Jan 18th, 2014",$292 - $4.7K,$3.5K - $56K,B,,0,0,15,1364771,-188,1166130,K . J OFFICIAL
Travel,PH,"Jul 1st, 2007",$689 - $11K,$8.3K - $132.4K,B,433,15383,79877,20,20034405,305,2757570,Bob Nicolas
Travel,HK,"Mar 19th, 2017",$605 - $9.7K,$7.3K - $116.2K,B,133,5199,58497,31,28965287,110,2421840,Asia HOT
Travel,IN,"Oct 26th, 2013",$957 - $15.3K,$11.5K - $183.7K,B,-43,21092,230454,1066,25523091,-12,3826230,Safari
Travel,PL,"Mar 31st, 2013",$1K - $16.2K,$12.2K - $194.6K,B,-57,53761,493138,127,28589730,-45,4054680,Żądny Przygód
Travel,,"Dec 8th, 2016",$824 - $13.2K,$9.9K - $158.1K,B,8,450,14823,4,61671814,32,3294210,TOHOKU JAPAN
Travel,ES,"Mar 20th, 2015",$864 - $13.8K,$10.4K - $165.8K,B,20,4225,4461,27,3624346,41,3454110,Averroes
Travel,US,"Oct 4th, 2016",$1K - $16.1K,$12.1K - $193.5K,B,227,10562,114034,255,30105161,221,4031100,Sailing Doodles
Travel,GB,"May 16th, 2010",$831 - $13.3K,$10K - $159.5K,B,25,9479,71153,1928,27201235,69,3323340,Worldaviation 4K
Travel,BE,"Mar 4th, 2014",$951 - $15.2K,$11.4K - $182.6K,B,47,21641,265368,226,50483112,54,3803490,the Luxury Travel Expert
Travel,AU,"Oct 25th, 2014",$1.1K - $17.9K,$13.4K - $214.6K,B,-46,22437,585377,255,94078973,-3,4470630,Sailing La Vagabonde
Travel,UA,"Feb 5th, 2014",$1.3K - $20.3K,$15.2K - $243.2K,B,156,44459,159239,44,15414219,245,5065830,KREOSAN VLOG
Travel,US,"Sep 11th, 2006",$851 - $13.6K,$10.2K - $163.4K,B,-27,7488,551106,1770,212633802,-4,3403260,JustPlanes
Travel,RU,"Apr 15th, 2018",$722 - $11.5K,$8.7K - $138.6K,B,126,20109,115197,154,11934631,99,2886960,Своим Ходом - Виталик и…
Travel,TH,"Dec 6th, 2010",$1.2K - $19K,$14.2K - $227.7K,B,62,30151,331742,696,44484432,56,4743000,Wongnai
Travel,TW,"Sep 26th, 2012",$1.1K - $17K,$12.7K - $203.5K,B,15,153,13671,105,58049278,1,4238640,EsteeLauderTW 雅詩蘭黛台灣
Travel,US,"Apr 24th, 2016",$964 - $15.4K,$11.6K - $185.1K,B,176,18544,225230,329,39328173,119,3855960,DFBGuide
Travel,,"Sep 1st, 2015",$902 - $14.4K,$10.8K - $173.1K,B,135,7937,173860,153,40222366,75,3606900,AZIATKA
Travel,HK,"Feb 8th, 2010",$1K - $16.3K,$12.3K - $196.1K,B,577,498,16058,198,13935644,-299,4086000,MTR Hong Kong
Travel,,"May 26th, 2015",$990 - $15.8K,$11.9K - $190.1K,B,6,9767,277888,2388,107579743,13,3959880,我❤愛玩客
Travel,US,"Aug 17th, 2015",$811 - $13K,$9.7K - $155.8K,B,74,19011,482021,159,82553391,44,3245550,Explore With Us
Travel,SA,"Feb 6th, 2007",$1K - $16.4K,$12.3K - $197.3K,B,-24,27608,873394,573,147217826,-33,4110630,الوثائقية HD
Travel,ID,"Apr 22nd, 2015",$1.1K - $18.3K,$13.7K - $219.4K,B,-31,14638,148597,8776,56671829,-23,4571160,NEWS MNCTV
Travel,,"Aug 9th, 2016",$885 - $14.2K,$10.6K - $169.9K,B,-10,11275,365252,2383,173838666,-3,3540420,วัชรกร…
Travel,,"May 5th, 2015",$946 - $15.1K,$11.4K - $181.6K,B,47,590,70572,302,44800315,157,3783870,Disneyland Resort
Travel,IN,"Jan 10th, 2017",$1.1K - $16.9K,$12.7K - $202.6K,B,10,24573,419054,147,51547883,12,4220250,visa2explore
Travel,TW,"Apr 26th, 2014",$839 - $13.4K,$10.1K - $161.2K,B,-27,14589,354537,446,49162514,14,3357690,可可酒精
Travel,PH,"Oct 30th, 2011",$880 - $14.1K,$10.6K - $168.9K,B,100,11492,119980,5640,45052037,85,3518610,A Foreigner in the Philippines
Travel,CZ,"Feb 9th, 2007",$1.3K - $21.1K,$15.8K - $253K,B,60,7755,193977,133,134995270,25,5270970,TD Interesting Topics Tube
Travel,US,"Jun 9th, 2008",$696 - $11.1K,$8.4K - $133.7K,B,444,6596,37498,1676,26259433,346,2785080,HskyArt
Travel,IN,"Jun 12th, 2016",$865 - $13.8K,$10.4K - $166K,B,205,22716,203461,637,41756710,76,3458430,Bhatkanti Ek Pravas
Travel,HR,"Nov 22nd, 2005",$1.9K - $29.7K,$22.3K - $356.9K,B,47,309,14938,224,171160245,28,7434390,Croatia Full Of life
Travel,HK,"Aug 16th, 2015",$1.1K - $17.1K,$12.9K - $205.6K,B,34,11733,616939,510,97808038,78,4283490,Mira's Garden
Travel,JP,"Sep 12th, 2010",$1.1K - $18.3K,$13.7K - $219.7K,B,-32,15096,44365,460,16911147,-26,4578060,susumiki
Travel,,"Nov 16th, 2009",$1K - $16.5K,$12.3K - $197.6K,B,-44,266,3448,261,15790130,43,4116030,Travelstart South Africa - Travel Agency
Travel,ZA,"Jul 21st, 2008",$1.1K - $17.1K,$12.8K - $204.9K,B,769,482,12150,789,85564770,614,4267860,South African Tourism
Travel,,"May 1st, 2017",$1.1K - $17.6K,$13.2K - $211.5K,B,-45,7342,97296,452,44224678,-31,4406040,폴의해외생활Paul’s Life
Travel,IN,"Aug 21st, 2007",$1.2K - $18.8K,$14.1K - $225K,B,30,51112,627919,217,55168329,38,4688160,MOUNTAIN TREKKER
Travel,US,"Jan 1st, 2017",$741 - $11.9K,$8.9K - $142.2K,B,387,9515,73191,360,30927344,277,2963190,Bangkok Famouz
Travel,RU,"Nov 24th, 2013",$1.1K - $17.9K,$13.4K - $214.5K,B,-18,27757,369785,184,55659421,-6,4469250,Рыбалка с Romario Agro
Travel,CH,"Oct 17th, 2006",$2.3K - $36.6K,$27.5K - $439.4K,B,72,503,17356,479,74727937,164,9153750,MySwitzerland
Travel,QA,"Dec 22nd, 2006",$703 - $11.2K,$8.4K - $135K,B,7,3752,142626,396,34757147,737,2812230,Qatar Airways
Travel,,"Jan 7th, 2011",$705 - $11.3K,$8.5K - $135.3K,B,,4,237,23,4311048,3,2819265,EbookersUKTV
Travel,TW,"Apr 8th, 2017",$1.3K - $20.1K,$15.1K - $241.8K,B,14,22968,209330,481,34005363,26,5036520,"我是老爸,我不要當爸!"
Travel,US,"Apr 29th, 2015",$1.3K - $20.4K,$15.3K - $244.4K,B,38,34520,629994,232,77279007,30,5090760,Miss Mina
Travel,US,"Jul 21st, 2016",$919 - $14.7K,$11K - $176.4K,B,-22,7201,161248,14,67176991,-11,3675210,LILIK MUALLIF
Travel,VN,"Oct 31st, 2011",$1.3K - $21.1K,$15.8K - $252.7K,B,-43,10786,154301,378,71132162,-46,5263650,vịt trời yên thế
Travel,IN,"Nov 15th, 2011",$1.4K - $23.2K,$17.4K - $278.3K,B,-16,55181,698272,660,60390836,-9,5796990,Namma Bhoomi Namma Samy
Travel,BR,"Aug 6th, 2007",$1K - $16.7K,$12.5K - $200.6K,B,561,10796,75088,169,43076955,-140,4178460,Beto Carrero World
Travel,US,"Jul 7th, 2012",$1.2K - $18.7K,$14K - $224K,B,53,39137,1051080,446,126936098,225,4666740,SoLLUMINATI
Travel,BR,"Sep 25th, 2009",$862 - $13.8K,$10.3K - $165.4K,B,15,20839,233969,406,28230831,20,3446490,Fortnite Insider
Travel,IN,"Aug 19th, 2016",$1.2K - $18.7K,$14K - $224.2K,B,-58,24004,1284703,310,209247568,-22,4670730,Country Foods
Travel,NC,"Aug 22nd, 2010",$1.3K - $20.8K,$15.6K - $249.6K,B,-60,11385,61227,51,23217529,-27,5199030,Massages du Monde
Travel,,"Apr 5th, 2010",$1.3K - $20.7K,$15.5K - $248K,B,-6,14614,143157,1,46263332,-4,5166150,ankushkumarpal
Travel,SA,"Aug 13th, 2014",$1.1K - $17.8K,$13.3K - $213.1K,B,-6,58654,2051209,79,118106267,-11,4438890,Anas Iskander I انس اسكندر
Travel,UA,"Jul 21st, 2015",$1.5K - $24.2K,$18.2K - $291K,B,-58,20146,570696,661,147608390,-32,6062250,В Поисках Клада от Влада
Travel,KR,"Nov 14th, 2012",$1.2K - $19.9K,$15K - $239.4K,B,28,568,7826,220,53087972,21,4987140,withLOTTE
Travel,NO,"May 6th, 2016",$682 - $10.9K,$8.2K - $130.9K,B,-6,8635,29016,20,8898962,143,2727090,timeanddate
Travel,PH,"Feb 24th, 2012",$1.7K - $26.7K,$20.1K - $320.9K,B,50,1194,33179,261,100410858,-121,6685680,Colgate Philippines
Travel,TH,"Mar 30th, 2016",$1.3K - $21.2K,$15.9K - $254.6K,B,15,31376,515300,613,90931155,19,5304240,TomJoke Foodtv
Travel,AE,"Oct 9th, 2014",$694 - $11.1K,$8.3K - $133.3K,B,-99,1,10321,40,6646785,414,2777640,Louvre Abu Dhabi
Travel,US,"Feb 25th, 2006",$1.4K - $22.6K,$17K - $271.7K,B,23,12440,368920,1066,267994049,36,5659830,Sharp Productions
Travel,IN,"Nov 21st, 2016",$1.6K - $25.5K,$19.1K - $305.4K,B,52,11292,199472,122,102518610,20,6362700,SOCIAL SPARK
Travel,TH,"Oct 27th, 2015",$1.6K - $25.5K,$19.1K - $305.8K,B,128,13693,164158,2293,58363801,457,6370800,แม่มะลิ…
Travel,SA,"Apr 26th, 2007",$1.7K - $26.9K,$20.2K - $322.8K,B,-43,16744,74429,191,30780181,-36,6724170,Khalid Alhrbe
Travel,US,"Sep 10th, 2014",$1.5K - $24.2K,$18.1K - $289.9K,B,-15,20824,236917,44,82194303,-1,6039240,Mizzy's Parrots
Travel,US,"Jul 26th, 2012",$1.3K - $21.3K,$16K - $255.5K,B,35,36749,426181,372,51890634,18,5323230,Drew Binsky
Travel,US,"Jan 20th, 2014",$1.4K - $23.2K,$17.4K - $278.4K,B,34,26867,480072,143,97022050,33,5799750,TPMvids
Travel,RU,"Dec 3rd, 2010",$1.2K - $19.2K,$14.4K - $229.9K,B,-6,5204,61036,449,46158190,259,4790520,1957People
Travel,US,"Jan 11th, 2006",$0 - $0,$0 - $0,B,-72,-6,6750,46,17767070,-4,-24216570,KAYAK
Travel,,"Dec 22nd, 2014",$2.2K - $34.6K,$26K - $415.7K,B,1,1469,4165,133,17291586,1,8660490,1등 카셰어링쏘카
Travel,,"Sep 12th, 2017",$1.3K - $20.6K,$15.4K - $246.7K,B,59,20310,134780,231,29430630,97,5140440,Mukkebi 먹깨비
Travel,US,"Aug 20th, 2010",$1.2K - $19.4K,$14.6K - $233.4K,B,-73,4369,248258,374,98561918,-18,4862430,Paradise Travel
Travel,US,"Jul 7th, 2009",$2.3K - $37K,$27.8K - $444.5K,B,414,375,5112,191,23870437,373,9260190,Renaissance Hotels
Travel,HR,"Apr 20th, 2011",$1.6K - $25.1K,$18.9K - $301.7K,B,61,24901,117488,83,31660074,71,6285900,MrxOnurb
Travel,TR,"Oct 9th, 2011",$1.7K - $27.5K,$20.6K - $329.9K,B,56,53369,871810,223,90416277,45,6872820,Emre Durmuş
Travel,IN,"Jan 20th, 2016",$1.6K - $25.8K,$19.3K - $309.5K,B,20,22793,822405,527,192540814,38,6447660,Myna Street Food
Travel,,"Oct 12th, 2008",$1.2K - $18.6K,$13.9K - $223K,B,35,10857,252640,6,115782555,42,4645050,Lucas Lemos
Travel,GB,"Sep 19th, 2013",$1.2K - $19.9K,$14.9K - $238.9K,B,86,18690,201572,83,44056854,-296,4976880,Thailand Red
Travel,IN,"Jun 6th, 2016",$2.8K - $45.4K,$34K - $544.5K,B,,0,0,185,39364996,28,11344230,Travel Nfx
Travel,ID,"Mar 2nd, 2016",$1.5K - $24.4K,$18.3K - $293K,B,0,18936,64691,387,20831926,28,6104160,PESIARnet
Travel,ID,"Jul 14th, 2012",$1.1K - $17.6K,$13.2K - $211K,B,,0,0,4790,63720852,-63,4395690,Ovin Poenya
Travel,US,"Dec 8th, 2015",$1.7K - $27.1K,$20.3K - $324.8K,B,-1,56664,523104,595,66531570,13,6765930,Kara and Nate
Travel,UA,"Jul 6th, 2015",$2.6K - $42.2K,$31.7K - $506.9K,B,70,21194,316057,534,153443205,45,10560420,В поисках золота и…
Travel,,"Mar 19th, 2015",$1.4K - $22.4K,$16.8K - $269K,B,-2,17253,338156,165,154314499,-27,5603610,BillyO
Travel,US,"Mar 19th, 2015",$2K - $31.8K,$23.8K - $381.5K,B,,0,0,197,100720008,-6,7947600,Harald Baldr
Travel,US,"Aug 12th, 2007",$1.9K - $29.7K,$22.3K - $356.1K,B,41,14210,543906,5051,496711729,39,7418850,Attractions Magazine
Travel,JP,"Jun 6th, 2011",$1.6K - $26.2K,$19.6K - $313.8K,B,1,2177,62101,689,82828052,-16,6538410,ANA Global Channel
Travel,IN,"Sep 20th, 2015",$1.8K - $28.3K,$21.2K - $339.9K,B,10,42154,418071,1456,80677542,15,7080390,FSA Entertainment
Travel,IN,"Aug 30th, 2015",$2.2K - $35.4K,$26.6K - $425.4K,B,-7,26441,685543,144,191120629,-1,8861760,Aamchi Mumbai
Travel,TW,"Jun 1st, 2017",$1.8K - $29.3K,$22K - $351.7K,B,-34,30252,285196,340,46941969,-1,7328100,未來男友Liann
Travel,CA,"May 27th, 2011",$1.5K - $24.2K,$18.1K - $290.3K,B,-28,79476,1080261,118,71827626,5,6046980,Tate McRae
Travel,TH,"Jul 17th, 2015",$1.9K - $30.1K,$22.6K - $360.9K,B,3,17677,1211762,1435,633444914,20,7517820,Dek Jew Small World
Travel,IN,"Jan 2nd, 2014",$2.2K - $34.8K,$26.1K - $417.3K,B,32,24131,178942,562,64880261,29,8693070,ISKCON World
Travel,US,"Apr 26th, 2006",$2K - $31.9K,$23.9K - $382.5K,B,11,12117,1043037,4669,1020042081,16,7968150,Inside the Magic
Travel,ID,"Jun 13th, 2015",$2.2K - $36K,$27K - $431.7K,B,11,46262,429228,19,114719966,1,8993550,mawarosa 80
Travel,RU,"Mar 17th, 2011",$1.7K - $26.8K,$20.1K - $321.4K,B,79,26497,1375215,630,341734866,17,6695310,Alexander Kondrashov
Travel,KR,"Nov 3rd, 2017",$2.2K - $35.8K,$26.8K - $429.2K,B,-652,120,4028,45,28321581,3,8940930,Tinder Korea
Travel,TH,"Dec 6th, 2010",$2.1K - $33K,$24.7K - $395.6K,B,0,19347,372571,6293,196457650,9,8242110,SunitJo Travel
Travel,TW,"Jul 6th, 2014",$1.5K - $23.3K,$17.4K - $279.2K,B,162,9818,134947,719,100673083,139,5815770,Sunny & Yummy 跟玩具一起奔跑吧…
Travel,US,"Feb 27th, 2015",$1.9K - $30.3K,$22.8K - $364K,B,-65,15632,1420672,644,429022837,-42,7583910,RED FOOD
Travel,IN,"Dec 24th, 2010",$2.1K - $33.3K,$25K - $399.9K,B,-2,344,40894,787,442620753,-62,8331900,MakeMyTripOfficial
Travel,JP,"Jan 3rd, 2011",$2.2K - $35.6K,$26.7K - $426.9K,B,-4,30793,159152,143,48318324,9,8892810,99チャンネル 99chtv
Travel,IN,"Jan 14th, 2017",$2.7K - $43.8K,$32.9K - $525.9K,B,-64,45704,513871,753,99174300,-63,10956960,Scn sujla
Travel,AE,"Jun 7th, 2014",$1.2K - $18.7K,$14K - $223.9K,B,-87,-363,239572,56,6668038,274,4664430,Dubai
Travel,AU,"Feb 21st, 2016",$2.5K - $39.5K,$29.6K - $473.5K,B,-5,31382,434721,3159,154628416,-1,9864060,Chompoo Sangchan
